Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/auth/dev-token?unique=true,40,0,280.0,272.08817074999996,233.770833,359.980583,245.0,0.13374102949891584,0.0,280,280,280,290,290,300,360,360,360,360,360
POST,harvest_auto,1032,0,6,7.989506654069611,2.546458000011853,472.5472500000194,375.0,3.4505185610720286,0.0,6,7,8,9,11,13,19,30,150,470,470
GET,recipes_search,3093,0,9,11.405358055932805,4.050292000016498,196.17862499999995,27283.0,10.341525106003667,0.0,9,11,12,13,17,21,30,66,120,200,200
GET,recommendations_make_now,1019,0,6,12.662710491658174,1.936833000002025,326.9648329999999,2.0,3.407052726484881,0.0,6,9,11,13,19,36,98,110,270,330,330
POST,studio_create_constraint,2117,0,6,6.614044053850003,2.5077079999960006,99.52691700000216,241.0,7.07824398623012,0.0,6,7,7,8,10,12,15,19,88,100,100
POST,studio_create_session,2117,0,7,9.029122637694776,2.621208000000763,265.87116699999933,112.0,7.07824398623012,0.0,7,8,9,10,13,16,26,64,160,270,270
POST,studio_generate,2116,0,12,12.440950185728285,5.575332999999905,289.15349999999984,549.0,7.074900460492648,0.0,12,13,14,15,17,19,20,23,100,290,290
GET,studio_summary,1052,0,15,18.50215991539934,4.399874999998943,237.14508299999972,145.47528517110266,3.5173890758214865,0.0,15,18,19,21,27,34,52,82,210,240,240
GET,studio_versions,2115,0,7,7.7754926014184145,2.8012500000045293,166.8139589999953,551.0,7.071556934755175,0.0,7,8,9,9,10,11,13,14,41,170,170
,Aggregated,14701,0,8,11.06454293701118,1.936833000002025,472.5472500000194,5986.840827154615,49.15317186658904,0.0,8,10,12,13,16,20,30,81,280,360,470
