Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/auth/dev-token?unique=true,10,0,190.0,193.389204,186.41608300000013,202.09808299999997,245.0,0.16903544164010495,0.0,200,200,200,200,200,200,200,200,200,200,200
POST,harvest_auto,52,0,6,6.910096076922679,2.430499999999114,28.00875000000147,375.0,0.8789842965285458,0.0,6,6,7,7,11,15,22,28,28,28,28
GET,recipes_search,162,0,11,10.278934703703708,4.488916999999759,22.25750000000204,27283.0,2.7383741545697005,0.0,11,11,12,12,13,17,20,20,22,22,22
GET,recommendations_make_now,67,0,5,9.134735671641728,2.10620800000072,97.79612500000212,2.0,1.1325374589887032,0.0,5,6,7,15,18,21,63,98,98,98,98
POST,studio_create_constraint,108,0,6,5.621075601851766,2.5144590000003575,17.992707999999524,241.0,1.8255827697131335,0.0,6,6,6,7,7,8,10,17,18,18,18
POST,studio_create_session,108,0,7,8.470269731481503,2.899083000000857,176.93712500000004,112.0,1.8255827697131335,0.0,7,8,8,8,9,11,13,27,180,180,180
POST,studio_generate,108,0,17,16.933677481481382,10.325000000001694,37.85995799999853,549.0,1.8255827697131335,0.0,17,18,19,19,20,28,31,36,38,38,38
GET,studio_summary,50,0,33,31.436424120000673,4.116999999999926,54.56612500000091,143.3,0.8451772082005248,0.0,33,36,37,39,41,44,55,55,55,55,55
GET,studio_versions,108,0,8,8.888085268518784,6.892249999999933,23.584582999998105,551.0,1.8255827697131335,0.0,8,9,9,9,11,13,19,19,24,24,24
,Aggregated,773,0,8,13.522469116429528,2.10620800000072,202.09808299999997,5958.627425614489,13.066439638780114,0.0,8,11,13,16,20,33,44,190,200,200,200
