Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/auth/dev-token?unique=true,40,0,320.0,316.07355409999997,273.236,378.590333,245.0,0.1337893642105524,0.0,320,340,340,350,370,370,380,380,380,380,380
POST,harvest_auto,1054,0,5,22.138923356736495,1.7763750000199252,1095.8820419999995,375.0,3.525349746948056,0.0,5,6,7,9,16,98,220,510,970,1100,1100
GET,recipes_search,3065,0,8,18.867214174877635,3.559208000002201,1162.437582999999,22881.0,10.251610032633579,0.0,8,10,11,12,16,57,170,230,980,1200,1200
GET,recommendations_make_now,1074,0,5,20.403634666666157,1.309375000005275,1058.2765420000014,2.0,3.5922444290533324,0.0,5,7,10,12,21,94,200,310,980,1100,1100
POST,studio_create_constraint,2076,0,5,7.425123539017624,2.255625000003647,470.6027920000011,241.0,6.94366800252767,0.0,5,6,7,7,9,12,19,32,460,470,470
POST,studio_create_session,2076,0,6,19.204725236030455,2.325916000003758,1556.5906669999947,112.0,6.94366800252767,0.0,6,7,8,9,14,59,190,300,1100,1600,1600
POST,studio_generate,2076,0,8,10.23520205587699,4.142250000001013,309.67958300000475,549.0,6.94366800252767,0.0,8,10,11,11,13,15,22,45,300,310,310
GET,studio_summary,1050,0,12,22.447954356190678,3.2767919999994177,1010.5104579999988,145.4857142857143,3.511970810527001,0.0,12,14,16,17,24,65,180,280,970,1000,1000
GET,studio_versions,2076,0,5,5.910380323699442,2.1672089999924538,222.4004999999991,551.0,6.94366800252767,0.0,5,6,6,7,8,9,12,22,200,220,220
,Aggregated,14587,0,7,15.63659625769529,1.309375000005275,1556.5906669999947,5052.899910879551,48.7896363934832,0.0,7,8,10,11,15,27,140,260,970,1200,1600
