Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/auth/dev-token?unique=true,20,0,140.0,145.39225004999997,125.34449999999997,178.71304200000003,245.0,0.3374299704558593,0.0,140,140,180,180,180,180,180,180,180,180,180
POST,harvest_auto,106,0,7,13.433331707547023,2.087624999997928,616.1477500000001,375.0,1.7883788434160544,0.0,8,9,10,10,11,17,17,23,620,620,620
GET,recipes_search,283,0,12,12.125855438162562,3.8494580000048018,76.69783399999997,22881.0,4.774634081950409,0.0,12,14,14,15,17,19,24,26,77,77,77
GET,recommendations_make_now,96,0,7,10.999075968749644,1.7408329999994976,83.24116700000062,2.0,1.6196638581881246,0.0,7,9,12,14,18,24,73,83,83,83,83
POST,studio_create_constraint,215,0,6,6.425077525581373,2.5475830000019073,15.692334000000585,241.0,3.6273721824004874,0.0,6,7,7,8,9,11,12,13,16,16,16
POST,studio_create_session,215,0,9,9.411337600000099,2.6585000000025616,72.95199999999991,112.0,3.6273721824004874,0.0,9,10,11,12,13,15,17,35,73,73,73
POST,studio_generate,215,0,8,8.349915330232808,3.2149580000000455,16.165791999998902,549.0,3.6273721824004874,0.0,8,9,10,10,12,13,14,15,16,16,16
GET,studio_summary,91,0,11,11.810440428571304,3.7571670000002833,23.503583000000106,143.23076923076923,1.53530636557416,0.0,11,14,16,17,19,21,22,24,24,24,24
GET,studio_versions,215,0,4,4.882176934883867,1.9843339999999765,130.74291599999998,551.0,3.6273721824004874,0.0,4,5,5,5,6,7,8,9,130,130,130
,Aggregated,1456,0,8,11.08776491208792,1.7408329999994976,616.1477500000001,4701.6442307692305,24.56490184918656,0.0,8,10,11,12,15,18,54,130,180,620,620
