Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/auth/dev-token?unique=true,40,0,320.0,310.34373635000003,248.9653749999996,345.77458300000006,245.0,0.13380592783988265,0.0,320,340,340,340,350,350,350,350,350,350,350
POST,harvest_auto,1060,0,5,13.200609291508991,2.152999999992744,1042.2183750000045,375.0,3.5458570877568905,0.0,5,6,7,7,10,23,86,150,980,1000,1000
GET,recipes_search,3126,0,8,17.363760488483724,4.186000000004242,1344.9371670000119,27283.0,10.45693326068683,0.0,8,9,11,12,16,35,130,210,980,1300,1300
GET,recommendations_make_now,1027,0,5,14.369834154819538,1.7969160000035345,732.8114169999935,2.0,3.4354671972889874,0.0,5,8,11,12,19,68,110,160,510,730,730
POST,studio_create_constraint,2107,0,5,6.8559791205505025,2.4344999999925676,157.70195800000008,241.0,7.048227248965819,0.0,5,6,7,7,10,14,20,32,160,160,160
POST,studio_create_session,2107,0,6,15.301750661129317,2.605875000000424,1317.829458999995,112.0,7.048227248965819,0.0,6,7,8,9,12,23,150,230,1000,1300,1300
POST,studio_generate,2107,0,17,19.017424960607162,8.949207999989994,294.5311249999918,549.0,7.048227248965819,0.0,17,19,20,21,24,28,35,53,200,290,290
GET,studio_summary,1034,0,31,39.45708558704032,5.03841699999974,1260.1226250000082,145.45744680851064,3.458883234660967,0.0,31,35,38,40,47,66,130,200,980,1300,1300
GET,studio_versions,2107,0,11,12.896187002373157,5.380791999982648,1463.3969999999863,551.0,7.048227248965819,0.0,11,12,13,13,15,17,22,28,280,1500,1500
,Aggregated,14715,0,9,17.001037976214597,1.7969160000035345,1463.3969999999863,6041.990214067278,49.223855704096835,0.0,9,12,15,17,25,36,97,180,860,1300,1500
