Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/auth/dev-token?unique=true,20,0,170.0,160.88732075000004,145.8356249999999,178.467833,245.0,0.3385770507998971,0.0,170,170,170,180,180,180,180,180,180,180,180
POST,harvest_auto,106,0,6,30.48370126415082,2.9407919999968613,596.5865419999998,375.0,1.7944583692394547,0.0,6,7,7,8,11,180,580,580,600,600,600
GET,recipes_search,319,0,10,10.569992037617805,4.492958000000158,156.85195899999994,22881.0,5.400303960258359,0.0,10,11,11,12,14,16,19,47,160,160,160
GET,recommendations_make_now,116,0,6,8.13553691379306,1.7845420000011103,134.9841249999999,2.0,1.9637468946394032,0.0,6,7,9,13,14,15,19,22,130,130,130
POST,studio_create_constraint,170,0,6,6.013451723529574,2.904458999999804,14.679834000000724,241.0,2.8779049317991254,0.0,6,6,7,7,9,11,12,13,15,15,15
POST,studio_create_session,170,0,7,7.786298047059015,3.1541249999982313,33.88345799999826,112.0,2.8779049317991254,0.0,7,8,9,10,13,14,15,19,34,34,34
POST,studio_generate,170,0,7,7.391585005882293,3.5462919999957876,27.015999999999707,549.0,2.8779049317991254,0.0,7,8,8,9,10,11,13,22,27,27,27
GET,studio_summary,88,0,10,10.32412495454554,4.495125000001821,28.607124999999733,143.17045454545453,1.4897390235195473,0.0,10,12,12,12,15,16,18,29,29,29,29
GET,studio_versions,170,0,4,4.073101017646827,1.9124999999959869,9.211374999999578,551.0,2.8779049317991254,0.0,4,4,5,5,6,6,7,9,9,9,9
,Aggregated,1329,0,7,12.0150831993981,1.7845420000011103,596.5865419999998,5721.241534988713,22.49844502565316,0.0,7,8,10,11,13,15,150,170,580,600,600
