Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/auth/dev-token?unique=true,40,0,280.0,283.3672209,235.423667,336.1092080000001,245.0,0.1338117691055417,0.0,280,290,300,330,330,330,340,340,340,340,340
POST,harvest_auto,1090,0,6,7.524152060550432,2.8910830000086207,430.00391699999983,375.0,3.6463707081260113,0.0,6,7,8,8,10,12,21,31,240,430,430
GET,recipes_search,3040,0,9,11.874245549012764,4.3435000000044965,290.4301670000002,27283.0,10.169694452021169,0.0,9,10,11,12,16,21,42,89,260,290,290
GET,recommendations_make_now,976,0,6,11.41702084836101,2.0064999999931388,147.93729099999098,2.0,3.2650071661752174,0.0,6,9,11,12,17,28,97,110,150,150,150
POST,studio_create_constraint,2131,0,5,6.411151616611431,2.5479170000153317,109.3761660000041,241.0,7.128821999097734,0.0,5,6,7,8,10,12,15,18,84,110,110
POST,studio_create_session,2132,0,6,9.047864515009515,2.767208999998161,268.9484170000003,112.0,7.132167293325373,0.0,6,8,9,9,12,16,35,74,220,270,270
POST,studio_generate,2131,0,12,13.46119946457046,5.898750000000064,105.57183299999906,549.0,7.128821999097734,0.0,12,14,15,16,18,20,23,25,96,110,110
GET,studio_summary,1091,0,19,21.70695031439025,4.805165999999694,202.01262500000894,145.42254812098992,3.64971600235365,0.0,19,22,23,25,29,36,47,81,170,200,200
GET,studio_versions,2130,0,8,8.470906669013996,3.1007500000157506,102.41354199996522,551.0,7.1254767048700955,0.0,8,9,9,10,11,12,14,16,83,100,100
,Aggregated,14761,0,8,11.526324415486624,2.0064999999931388,430.00391699999983,5867.853261974121,49.37988809417253,0.0,8,10,12,13,18,22,34,83,290,340,430
