Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/auth/dev-token?unique=true,20,0,130.0,133.51366455000002,112.1840839999999,163.28379199999998,245.0,0.16741321535183987,0.0,130,130,140,160,160,160,160,160,160,160,160
POST,harvest_auto,207,0,7,13.028549492753601,2.064458999996077,570.604917,375.0,1.7327267788915426,0.0,7,9,10,11,13,17,37,81,570,570,570
GET,recipes_search,636,0,10,11.807337836477982,4.29695799999763,128.42062499999994,27283.0,5.323740248188508,0.0,10,13,15,15,17,20,24,32,130,130,130
GET,recommendations_make_now,184,0,7,11.454992331522263,2.044249999997305,133.46620900000073,2.0,1.5402015812369267,0.0,8,10,11,14,23,27,63,74,130,130,130
POST,studio_create_constraint,405,0,6,6.029040390123743,2.5764170000002196,17.059583000001766,241.0,3.3901176108747575,0.0,6,6,7,8,9,11,12,15,17,17,17
POST,studio_create_session,405,0,8,8.345857311111484,2.7394159999971635,25.38424999999833,112.0,3.3901176108747575,0.0,8,9,11,12,13,15,18,19,25,25,25
POST,studio_generate,405,0,17,16.9384336271607,7.168249999992327,143.27870799999997,549.0,3.3901176108747575,0.0,17,19,20,21,23,25,29,32,140,140,140
GET,studio_summary,214,0,30,30.46278814485929,3.7991250000004584,65.0006660000031,144.69626168224298,1.7913214042646866,0.0,30,36,39,41,44,47,56,61,65,65,65
GET,studio_versions,405,0,9,8.843060908642013,4.169916000009266,61.87308399999836,551.0,3.3901176108747575,0.0,9,10,10,11,12,13,16,19,62,62,62
,Aggregated,2881,0,9,13.108901078792172,2.044249999997305,570.604917,6266.682054842068,24.115873671432535,0.0,9,12,15,17,22,32,44,74,160,570,570
