Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/auth/dev-token?unique=true,20,0,180.0,182.16022285000003,171.71204099999997,187.50154200000057,245.0,0.3378793024957574,0.0,180,190,190,190,190,190,190,190,190,190,190
POST,harvest_auto,107,0,8,12.659894906541792,3.7927079999988678,330.57016699999997,375.0,1.8076542683523023,0.0,8,9,10,10,13,15,65,140,330,330,330
GET,recipes_search,289,0,12,13.393685394463663,5.550917000000766,114.00804200000003,27283.0,4.882355921063695,0.0,12,14,15,16,19,23,36,67,110,110,110
GET,recommendations_make_now,94,0,7,15.23969719148936,2.3355419999973037,111.06095900000668,2.0,1.5880327217300598,0.0,7,12,16,19,25,81,110,110,110,110,110
POST,studio_create_constraint,201,0,7,8.382142194029951,3.9035839999996824,113.74033400000005,241.0,3.3956869900823623,0.0,7,9,9,10,12,13,15,16,110,110,110
POST,studio_create_session,201,0,9,11.184275920397925,4.306042000003174,194.61999999999958,112.0,3.3956869900823623,0.0,9,10,11,12,15,19,26,45,190,190,190
POST,studio_generate,201,0,13,13.930625427860997,6.19762499999954,114.92383399999983,549.0,3.3956869900823623,0.0,13,15,15,16,18,20,27,34,110,110,110
GET,studio_summary,104,0,21,23.240957221153757,8.558457999999547,131.81483299999996,143.375,1.7569723729779387,0.0,21,25,27,28,32,36,59,110,130,130,130
GET,studio_versions,201,0,7,8.453314691542378,3.0317499999998887,117.79533399999664,551.0,3.3956869900823623,0.0,7,8,9,9,10,13,16,19,120,120,120
,Aggregated,1418,0,10,14.91551578490839,2.3355419999973037,330.57016699999997,5808.860366713681,23.955642546949203,0.0,10,12,14,15,20,27,110,180,190,330,330
